# Chapter 1 continuation: Felix arrives at school
「<ruby=きみ>気味</ruby>の悪い<ruby=ねこな>猫撫</ruby>で声で<ruby=かわしませんせい>川島先生</ruby>に甘えるの。\n<ruby=ふゆかい>不愉快</ruby>だからやめてくれないかしら？」	“别用<ruby=きみ>令人恶心</ruby>的<ruby=ねこな>娇滴滴声音</ruby>向<ruby=かわしませんせい>川岛老师</ruby>撒娇。\n实在<ruby=ふゆかい>令人不快</ruby>，能停下吗？”
「はぁあああーーーッ！？\nもういっぺん言ってみなさいよ！\n獅堂ミナトぉおおお～～ッ！！」	“哈啊啊啊————！？\n有本事再说一遍！\n狮堂凑————！！”
「いい加減にしないかッ！\n喧嘩をやめないと廊下に立たせるぞッ！」	“你们还不住手！\n再不停止争吵，就都去走廊罚站！”
「まぁまぁユリヒメ。\nその辺にしてやってくれ。」	“好了好了，百合姬。\n差不多就饶了她们吧。”
「二人が<ruby=けんえん>犬猿</ruby>の仲なのは\n今に始まった事じゃないからね。」	“她们两个<ruby=けんえん>水火不容</ruby>，\n又不是今天才开始。”
「む、むう……。\nユートがそう言うなら……。」	“唔、唔……\n既然悠斗这么说……”
「ありがとう！ユート！\nいつも私に優しいね！えへへ。」	“谢谢你，悠斗！\n你一直都对我这么温柔！嘿嘿。”
「ふふっ。ありがとうございます。\n川島さん。あなたはやはり\n私の一番の理解者のようですね。」	“呵呵，谢谢你。\n川岛先生，看来你果然是\n最理解我的人。”
「は？ユートは私の為に庇ってくれたのよ。\nあんたなんかアウトオブ<ruby=がんちゅう>眼中</ruby>よ。」	“哈？悠斗是为了我才替我们说话。\n他根本没把你放在<ruby=がんちゅう>眼里</ruby>。”
「あなたこそ。自分が川島さんに相手にされないからって\n勝手に川島さんの恋人だと思い込むのは止めなさい。\n見苦しいわよ。」	“你才是。不要因为川岛先生不理你，\n就擅自认定自己是他的恋人。\n太难看了。”
「なんだとぉお～～～～ッ！！\n獅堂ミナトぉおお～～～ッ！！」	“你说什么————！！\n狮堂凑————！！”
「ほら、言わんこっちゃない。\nこの二人を<ruby=いさ>諫</ruby>めるのは<ruby=なみたいてい>並大抵</ruby>の事ではないぞ。」	“看吧，我就说会这样。\n想要<ruby=いさ>劝住</ruby>这两个人，绝非<ruby=なみたいてい>易事</ruby>。”
「やれやれ。どうしたら\n二人共仲良くなってくれるんだい？」	“真伤脑筋。究竟要怎样，\n她们两个才能好好相处？”
ミナト／アメリア	凑／阿梅莉亚
「こいつと仲良くなるなんて\n死んでもごめんよッ！」	“要我跟这家伙好好相处，\n死也不要！”
「わー。こんなに息ピッタリなのに\nなんで相性悪いんだろうねー。」	“哇——，明明这么有默契，\n为什么关系会这么差呢——。”
「おはよう。サツキ。」	“早上好，皋月。”
「おはよー。川島くん。」	“早上好——，川岛同学。”
「おい。<ruby=さみだれ>五月雨</ruby>。\n一体何時だと思ってるんだ。\n遅刻だぞ。」	“喂，<ruby=さみだれ>皋月</ruby>。\n你看看现在几点了。\n你迟到了。”
「ぶー。川島くんだって遅刻してるじゃん。」	“哼——。川岛同学不也迟到了吗？”
「そ、それは……っ。」	“这、这个……”
「すまない。ユリヒメ。\nどうやら僕も遅刻してしまったようだね。」	“抱歉，百合姬。\n看来我也迟到了。”
「い、いや！それは女子生徒に絡まれて\nタイムロスしたからであって\nユートのせいではないぞ！」	“不、不是！那是因为被女学生们缠住，\n耽误了时间，\n不能怪悠斗！”
「あー！ユリ先生ー！\n川島くんにだけずるーい！\n<ruby=ひいき>贔屓</ruby>だー！ぶーぶー！」	“啊——！百合老师——！\n只对川岛同学这么宽松，太狡猾了！\n这是<ruby=ひいき>偏心</ruby>！抗议抗议！”
「むむ…！そ、そういうわけではないのだが…！」	“唔唔……！我、我并不是这个意思……”
「ありがとう。ユリヒメは優しいね。」	“谢谢你，百合姬真温柔。”
「……そ、そうか！\nま、まぁ弟に優しくするのは\n姉として当然だからな！」	“……是、是吗！\n不、不过姐姐对弟弟温柔，\n也是理所当然的！”
「ユリ先生、デレデレしちゃってー！\n教師と生徒の<ruby=ふじゅんいせいこうゆう>不純異性交遊</ruby>はいけないんだぞー！」	“百合老师满脸幸福呢——！\n老师和学生之间不可以有<ruby=ふじゅんいせいこうゆう>不纯异性交往</ruby>哦——！”
「ば、馬鹿を言うな！\nユートは弟だ！ただの家族交友だ！\n変な誤解はやめてもらおう！」	“别、别胡说！\n悠斗是我弟弟！这只是普通的家人交流！\n不要产生奇怪的误会！”
「さて、これ以上遅刻するのは\nよくないし\nそろそろ教室へ行くとしよう。」	“好了，继续迟到下去\n不太合适，\n差不多该去教室了。”
「さあ。行こうか。\n僕の女の子達。」	“来吧，我们走。\n我的女孩们。”
「そ、そうだな。行こうか。」	“说、说得对。走吧。”
「あ、ちょっと待ってよユート！\n私も行く！」	“啊，等一下，悠斗！\n我也一起去！”
「それじゃ行きましょうか。川島さん。」	“那么走吧，川岛先生。”
「おいこら獅堂ミナト！\nドサクサに紛れてユートの隣を歩くんじゃないわよ！」	“喂，狮堂凑！\n别趁乱走到悠斗身边！”
（フェイリクスのクソ野郎は\nユリ姉を<ruby=ひっとう>筆頭</ruby>とした学園アイドル達を引き連れて\n校舎に向かって行った。）	（费利克斯那个混蛋，\n带着以百合姐为<ruby=ひっとう>首</ruby>的校园偶像们，\n朝校舍走去。）
